ticker,episode_start_date,episode_end_date,category,category_changes,pattern_used,market_regime_verdict,sector_health_verdict,confidence_score,exit_reason,days_held,gross_return_pct,net_return_pct,r_multiple,n_signals_absorbed,consolidation_valid,consolidation_invalidated_reason,prior_trend_pct_gain,prior_trend_slope,prior_trend_bars,base_depth_pct,base_length_bars,contraction_slope,volume_dryup_ratio,volume_down_up_ratio,pivot_proximity,breakout_volume_ratio,dist_52w_high,dist_52w_high_invalidated_reason,rs_line_new_high,rs_line_invalidated_reason,rs_line_value,excluded_insufficient_history,RS_Rating,macd_signal
KEC.NS,2023-12-11,2024-01-31,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,35,7.273695366675901,6.973695366675901,1.1984443627213135,7,True,,13.81,1.5342,9.0,11.11,14.0,-0.000658,0.915,0.797,2.92,0.571,17.31,,False,,0.029447,False,35.0,
JWL.NS,2023-12-11,2024-01-08,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,19,11.396450068262029,11.096450068262028,1.217095016627648,4,True,,14.83,1.4829,10.0,14.29,7.0,0.000344,1.302,0.276,11.91,2.116,22.99,,False,,0.015074,False,95.0,
ERIS.NS,2023-12-11,2024-02-07,AVOID,AVOID,,CAUTION,,0.0,TIME_EXIT,40,0.6541382560008844,0.3541382560008844,0.05734250866338189,8,True,,19.68,0.9838,20.0,9.34,12.0,0.00013,0.394,0.738,6.26,1.843,7.2,,False,,0.042956,False,54.0,
JUBLINGREA.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,7,6.871344756481991,6.571344756481992,1.19542552974856,2,True,,8.47,1.0582,8.0,18.72,42.0,-0.000227,0.552,0.696,8.87,0.995,19.83,,False,,0.021689,False,7.0,
ESCORTS.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-5.005227660302842,-5.305227660302842,-1.0599373335961002,2,True,,9.35,0.8501,11.0,5.54,14.0,-9e-06,1.381,1.417,3.72,1.185,7.84,,False,,0.151002,False,56.0,
JUBLFOOD.NS,2023-12-11,2024-01-08,AVOID,AVOID,,CAUTION,NEUTRAL,29.0,STOP_HIT,19,-3.8971095843349195,-4.197109584334919,-1.076980129377398,4,True,,15.07,1.1593,13.0,4.32,6.0,-0.000191,0.467,1.157,2.7,0.603,2.7,,False,,0.026697,False,20.0,
JSWSTEEL.NS,2023-12-11,2023-12-28,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,12,4.441751753047593,4.141751753047593,1.1655738499472224,3,True,,8.23,0.823,10.0,10.87,18.0,-6.7e-05,1.135,0.646,0.98,0.875,0.98,,False,,0.040248,False,28.0,
ETERNAL.NS,2023-12-11,2023-12-18,AVOID,AVOID,,CAUTION,NEUTRAL,30.6,TARGET_HIT,5,7.472583566105994,7.1725835661059945,1.1998165531796894,1,True,,24.79,3.0988,8.0,10.96,24.0,-0.000302,0.773,1.343,6.25,0.515,6.25,,False,,0.005641,False,78.0,
JSWINFRA.NS,2023-12-11,2023-12-20,MONITOR,MONITOR,,CAUTION,NEUTRAL,100.0,STOP_HIT,7,-9.004192722672297,-9.304192722672298,-1.0333178119615998,2,True,,35.76,2.235,16.0,18.16,16.0,-1.2e-05,0.916,0.945,6.61,0.74,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
JSWENERGY.NS,2023-12-11,2023-12-18,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,5,-7.5427210483792635,-7.842721048379263,-1.0397734448981726,1,True,,5.11,0.7307,7.0,27.15,34.0,-0.000664,0.821,0.805,4.45,0.649,4.45,,False,,0.021705,False,72.0,
JUBLPHARMA.NS,2023-12-11,2023-12-15,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,4,10.184775058390551,9.88477505839055,1.2131803355645967,1,True,,39.26,2.3096,17.0,16.86,15.0,-0.000142,0.734,0.65,7.32,0.591,7.32,,False,,0.021734,False,39.0,
KEI.NS,2023-12-11,2023-12-27,MONITOR,"AVOID,MONITOR",,CAUTION,NEUTRAL,49.6,TARGET_HIT,11,8.458972681430197,8.158972681430196,1.2056683755672553,3,True,,20.68,2.9546,7.0,10.46,14.0,-0.000306,1.101,0.465,4.24,0.625,4.24,,False,,0.13956,False,73.0,
KFINTECH.NS,2023-12-11,2023-12-15,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,4,-6.707699046899634,-7.007699046899634,-1.0447247257073442,1,True,,32.46,2.029,16.0,9.53,16.0,-0.000481,0.587,0.534,8.14,0.337,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
ELECON.NS,2023-12-11,2024-01-11,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,22,10.431239409869693,10.131239409869693,1.2140502930413823,5,True,,13.77,2.295,6.0,8.51,10.0,-0.00019,0.784,0.764,5.69,0.808,5.69,,False,,0.022251,False,82.0,
LICI.NS,2023-12-11,2023-12-28,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,12,7.434445915521715,7.134445915521715,1.19955911923213,3,True,,3.72,0.3386,11.0,25.54,21.0,0.000954,6.158,0.366,4.04,0.454,4.04,,False,,0.018197,False,50.0,
LICHSGFIN.NS,2023-12-11,2024-01-01,AVOID,"AVOID,MONITOR",,CAUTION,NEUTRAL,37.6,TARGET_HIT,14,6.339591684156671,6.0395916841566715,1.1908479254370345,3,True,,6.63,1.3266,5.0,16.88,16.0,0.000163,1.33,0.392,2.59,0.847,2.59,,True,,0.025232,False,63.0,
DRREDDY.NS,2023-12-11,2023-12-28,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,12,5.307351817640703,5.0073518176407035,1.1793432934380588,3,True,,12.51,0.5437,23.0,8.31,7.0,0.000496,1.357,1.287,6.54,5.298,8.62,,False,,0.052478,False,25.0,
LEMONTREE.NS,2023-12-11,2023-12-21,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,8,-5.212496231121091,-5.512496231121091,-1.0575539984487388,2,True,,17.27,1.0159,17.0,6.47,15.0,-0.000553,0.963,0.754,1.7,0.708,6.59,,False,,0.005641,False,38.0,
E2E.NS,2023-12-11,2023-12-15,MONITOR,MONITOR,,CAUTION,NEUTRAL,44.4,TARGET_HIT,4,6.169186998399922,5.869186998399922,1.1892140325625933,1,True,,42.11,3.5093,12.0,13.45,10.0,-0.000109,0.721,0.724,12.87,1.406,12.87,,False,,0.003055,False,97.0,
LAURUSLABS.NS,2023-12-11,2023-12-22,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,9,6.073020968440476,5.773020968440476,1.1882514893413414,2,True,,4.6,4.6032,1.0,7.12,14.0,-7.1e-05,1.781,0.684,1.4,1.3,8.43,,False,,0.01861,False,16.0,
LATENTVIEW.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-6.798655625181516,-7.098655625181515,-1.0441263709385178,2,True,,27.51,1.1959,23.0,7.93,6.0,-3.2e-05,0.407,,7.72,0.25,7.72,,False,,0.022146,False,41.0,
LALPATHLAB.NS,2023-12-11,2024-01-17,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,26,-5.637775988346416,-5.937775988346416,-1.0532124725459322,6,True,,19.57,0.7526,26.0,8.11,6.0,9e-05,0.686,,7.34,2.24,7.42,,False,,0.060775,False,37.0,
KPRMILL.NS,2023-12-11,2024-01-05,AVOID,AVOID,,CAUTION,NEUTRAL,24.6,STOP_HIT,18,-6.831256311080811,-7.1312563110808105,-1.043915787424544,4,True,,22.15,3.6915,6.0,12.83,13.0,-0.00017,1.911,0.17,12.1,0.838,12.1,,False,,0.038855,False,48.0,
KPITTECH.NS,2023-12-11,2024-01-29,AVOID,"AVOID,MONITOR",,CAUTION,,0.0,STOP_HIT,33,-7.023925760799754,-7.323925760799754,-1.042711157580037,7,True,,38.74,1.4901,26.0,4.51,6.0,-0.000957,0.634,1.543,3.35,0.267,10.78,,False,,0.069688,False,79.0,
ECLERX.NS,2023-12-11,2024-02-07,AVOID,"AVOID,MONITOR",,CAUTION,,0.0,TIME_EXIT,40,2.416801041322638,2.1168010413226384,0.23381923914934852,8,True,,47.74,1.7048,28.0,8.38,6.0,-0.001012,0.229,1.223,6.62,0.169,6.75,,False,,0.061313,False,83.0,
EICHERMOT.NS,2023-12-11,2024-01-10,AVOID,AVOID,,CAUTION,NEUTRAL,31.6,STOP_HIT,21,-4.578171446490805,-4.878171446490805,-1.0655283454336233,5,True,,11.18,2.7943,4.0,6.76,6.0,4.8e-05,1.606,0.405,4.15,0.712,4.15,,False,,0.191724,False,33.0,
KPIL.NS,2023-12-11,2023-12-20,MONITOR,"AVOID,MONITOR",,CAUTION,NEUTRAL,42.0,STOP_HIT,7,-6.559019541037417,-6.859019541037417,-1.0457385434092714,2,True,,15.24,3.8112,4.0,7.05,6.0,0.000171,0.851,0.6,5.94,0.873,6.2,,False,,0.032343,False,35.0,
KOTAKBANK.NS,2023-12-11,2023-12-27,AVOID,AVOID,,CAUTION,NEUTRAL,13.6,TARGET_HIT,11,3.3438174571994397,3.04381745719944,1.1378527297617231,3,True,,5.68,0.4055,14.0,6.87,16.0,3.6e-05,1.305,1.124,0.95,1.02,10.67,,False,,0.017337,False,18.0,
EIDPARRY.NS,2023-12-11,2024-01-05,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,18,9.249774579771369,8.949774579771368,1.2094584714723633,4,True,,14.6,1.3274,11.0,18.54,21.0,0.000374,4.089,0.52,6.86,0.401,14.14,,False,,0.02568,False,17.0,
KIRLPNU.NS,2023-12-11,2023-12-15,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,4,8.197782656876498,7.897782656876498,1.204255923132405,1,True,,9.79,0.6117,16.0,8.11,10.0,-0.000182,2.118,0.652,2.57,1.165,,INSUFFICIENT_HISTORY,,INSUFFICIENT_HISTORY,,True,,
KIRLOSENG.NS,2023-12-11,2023-12-27,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,11,8.435495238924737,8.135495238924737,1.2055449929875386,3,True,,11.65,1.4559,8.0,15.78,18.0,-0.000206,0.763,0.477,0.14,0.811,0.14,,True,,0.029723,False,77.0,
EIHOTEL.NS,2023-12-11,2023-12-20,ALERT_WATCHLIST,"ALERT_WATCHLIST,AVOID",is_ascending_triangle_breakout,CAUTION,NEUTRAL,52.4,STOP_HIT,7,-6.475812679731222,-6.775812679731222,-1.0463262319089273,2,True,,21.11,1.242,17.0,9.24,15.0,-0.000196,1.35,0.612,2.68,2.64,9.57,,False,,0.011842,False,37.0,BULLISH_ALIGNMENT
KIMS.NS,2023-12-11,2023-12-26,AVOID,AVOID,,CAUTION,NEUTRAL,30.8,TARGET_HIT,10,6.2696884679291465,5.969688467929147,1.1901884157533165,2,True,,6.78,3.3925,2.0,6.04,14.0,-0.000133,1.254,0.808,5.89,3.155,14.79,,False,,0.01827,False,29.0,
LINDEINDIA.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-4.9936882107776634,-5.293688210777663,-1.0600758372043577,2,True,,6.9,3.4513,2.0,4.45,6.0,-0.000427,0.188,0.379,3.96,0.505,14.57,,False,,0.276274,False,63.0,
ASTERDM.NS,2023-12-11,2024-01-16,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,25,9.178755308396711,8.87875530839671,1.2091447873485672,5,True,,29.37,9.7902,3.0,9.28,7.0,-0.00127,0.389,0.25,5.44,0.23,5.44,,False,,0.019112,False,74.0,
HDFCBANK.NS,2023-12-11,2023-12-28,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,12,3.3809957557967634,3.0809957557967635,1.1390859299787477,3,True,,4.47,0.4961,9.0,12.23,38.0,-0.000294,0.656,1.38,0.76,0.791,6.06,,False,,0.038969,False,20.0,
WIPRO.NS,2023-12-11,2023-12-15,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,4,4.24334170818372,3.94334170818372,1.1616262545444385,1,True,,3.19,0.3983,8.0,11.19,24.0,7.1e-05,1.255,0.545,0.92,0.969,5.22,,False,,0.009994,False,20.0,
ZFCVINDIA.NS,2023-12-11,2024-01-19,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,28,7.856703704937849,7.556703704937849,1.2022700595461788,6,True,,9.44,4.7192,2.0,6.0,6.0,0.000328,1.434,0.832,5.03,3.467,6.39,,False,,0.124919,False,56.0,
TITAN.NS,2023-12-11,2024-01-08,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,19,3.9033299860122446,3.6033299860122447,1.1539281840521225,4,True,,8.09,1.1559,7.0,11.62,23.0,-0.000122,0.986,0.722,0.45,0.787,0.45,,False,,0.172905,False,50.0,
AIAENG.NS,2023-12-11,2023-12-19,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,6,-4.434175243077236,-4.734175243077236,-1.0676563246949629,2,True,,5.88,1.176,5.0,9.96,18.0,-0.00055,1.349,1.245,2.34,0.712,3.58,,False,,0.175877,False,39.0,
ACC.NS,2023-12-11,2023-12-21,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,8,-5.079889986507165,-5.379889986507165,-1.0590563970473452,2,True,,3.27,1.0891,3.0,18.71,16.0,0.000568,3.771,0.321,1.75,0.992,18.53,,False,,0.103786,False,21.0,
TITAGARH.NS,2023-12-11,2024-01-20,AVOID,"AVOID,MONITOR",,CAUTION,NEUTRAL,29.6,TARGET_HIT,29,10.416410486212598,10.116410486212597,1.2139991146185776,6,True,,49.01,2.7228,18.0,11.66,14.0,-0.000557,1.109,0.476,0.72,1.301,0.72,,True,,0.050731,False,98.0,
UTIAMC.NS,2023-12-11,2023-12-18,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,5,5.050405557901187,4.750405557901187,1.175748537280667,1,True,,7.64,1.9103,4.0,13.33,40.0,-0.0002,1.595,0.889,2.89,0.591,8.57,,False,,0.039539,False,34.0,
APOLLOTYRE.NS,2023-12-11,2023-12-19,AVOID,AVOID,,CAUTION,NEUTRAL,19.4,TARGET_HIT,6,5.787251267288518,5.487251267288518,1.185202398741586,2,True,,18.17,1.1359,16.0,12.98,16.0,-2.7e-05,0.615,0.662,5.29,0.695,5.29,,False,,0.021458,False,47.0,
TARIL.NS,2023-12-11,2023-12-22,AVOID,"AVOID,MONITOR",,CAUTION,,0.0,TARGET_HIT,9,11.39098635954608,11.09098635954608,1.2170792336885072,2,True,,45.07,2.5039,18.0,13.79,14.0,0.000125,0.347,0.663,8.3,0.451,8.3,,False,,0.004274,False,95.0,
TATAPOWER.NS,2023-12-11,2023-12-21,AVOID,AVOID,,CAUTION,NEUTRAL,23.0,STOP_HIT,8,-6.247218758651,-6.547218758651,-1.0480213694429328,2,True,,15.03,1.0023,15.0,23.49,17.0,0.000649,3.707,0.366,0.68,1.599,0.68,,True,,0.01589,False,65.0,
TTML.NS,2023-12-11,2024-02-07,AVOID,AVOID,,CAUTION,NEUTRAL,29.4,TIME_EXIT,40,4.627109417528579,4.327109417528579,0.6211761853943059,8,True,,13.43,2.2391,6.0,6.28,7.0,-0.000302,0.608,1.033,5.41,0.546,15.81,,False,,0.004374,False,22.0,
ANANDRATHI.NS,2023-12-11,2024-01-04,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,17,10.383125100536649,10.083125100536648,1.2138837058815142,4,True,,55.87,2.1489,26.0,9.9,6.0,0.000163,0.597,,7.97,0.948,7.97,,False,,0.028019,False,97.0,
SUZLON.NS,2023-12-11,2023-12-21,MONITOR,"AVOID,MONITOR",,CAUTION,NEUTRAL,44.6,STOP_HIT,8,-9.927639985808916,-10.227639985808917,-1.0302186622831646,2,True,,46.67,3.5897,13.0,19.32,16.0,0.000431,1.8,0.389,10.91,0.506,10.91,,False,,0.001867,False,98.0,
YESBANK.NS,2023-12-11,2023-12-14,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,3,8.576776624950162,8.27677662495016,1.2062772803352355,1,True,,7.35,1.8373,4.0,7.47,9.0,-0.00046,0.599,0.767,2.41,1.033,18.18,,False,,0.000964,False,42.0,
ASHOKLEY.NS,2023-12-11,2023-12-21,AVOID,AVOID,,CAUTION,NEUTRAL,14.6,STOP_HIT,8,-4.501269639564071,-4.801269639564071,-1.0666478624970916,2,True,,8.07,1.1529,7.0,6.33,8.0,0.000103,1.407,1.2,5.01,0.66,8.33,,False,,0.004152,False,23.0,
ABSLAMC.NS,2023-12-11,2023-12-20,MONITOR,"ALERT_WATCHLIST,MONITOR",,CAUTION,NEUTRAL,43.8,TARGET_HIT,7,5.722832568411741,5.422832568411741,1.1844730086863138,2,True,,10.87,0.9886,11.0,5.96,20.0,-0.000265,0.743,0.804,0.91,0.982,1.31,,False,,0.022179,False,44.0,
TVSMOTOR.NS,2023-12-11,2023-12-14,AVOID,AVOID,,CAUTION,NEUTRAL,30.2,TARGET_HIT,3,4.93827372547834,4.63827372547834,1.174062532608262,1,True,,26.44,1.0171,26.0,4.41,6.0,-0.0001,0.556,1.195,1.31,0.666,1.31,,False,,0.092032,False,76.0,
ADANIENT.NS,2023-12-11,2024-01-03,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,16,11.007890901385982,10.707890901385982,1.215933528651452,4,True,,7.0,1.1664,6.0,32.1,42.0,0.000293,0.665,0.574,9.47,1.068,31.84,,False,,0.136009,False,22.0,
ABBOTINDIA.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-3.8579782986464806,-4.157978298646481,-1.0777609350745314,2,True,,5.72,1.4303,4.0,6.14,14.0,-8e-05,0.724,0.899,4.66,0.988,6.86,,False,,1.097606,False,19.0,
TATASTEEL.NS,2023-12-11,2023-12-15,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,4,4.181745972712497,3.8817459727124968,1.1603245384949192,1,True,,4.98,0.7108,7.0,14.09,37.0,-0.000199,0.781,0.842,2.51,0.873,3.67,,False,,0.006194,False,26.0,
USHAMART.NS,2023-12-11,2023-12-12,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,1,-8.139604655529833,-8.439604655529834,-1.036856826921709,1,True,,34.49,1.4372,24.0,9.41,8.0,-0.000404,0.643,0.181,9.16,0.697,17.42,,False,,0.014709,False,69.0,
ZYDUSLIFE.NS,2023-12-11,2023-12-18,MONITOR,MONITOR,,CAUTION,NEUTRAL,49.2,TARGET_HIT,5,5.665142112618445,5.365142112618445,1.183805720572354,1,True,,14.32,0.7537,19.0,5.54,13.0,0.000226,0.986,0.861,4.71,1.359,5.26,,False,,0.030176,False,46.0,
VTL.NS,2023-12-11,2024-01-31,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,35,8.621267075385461,8.32126707538546,1.2065029134672498,7,True,,28.11,1.4055,20.0,10.07,12.0,-8.6e-05,0.665,0.519,8.91,0.274,8.91,,False,,0.018812,False,16.0,
WABAG.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,NEUTRAL,30.8,STOP_HIT,7,-6.59383077476763,-6.89383077476763,-1.0454970729834316,2,True,,42.03,1.9104,22.0,6.89,10.0,-0.000168,0.619,1.016,0.68,0.537,0.68,,False,,0.030257,False,79.0,
AFFLE.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,7,6.764842259454651,6.4648422594546515,1.1945663349391622,2,True,,9.8,1.3994,7.0,15.21,25.0,2e-06,2.049,0.863,0.88,2.889,3.66,,False,,0.056553,False,22.0,
ANANTRAJ.NS,2023-12-11,2024-01-03,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,16,7.767852928357394,7.467852928357394,1.2017241117386486,4,True,,16.28,1.163,14.0,25.37,39.0,-0.000263,0.83,0.556,2.22,2.458,2.22,,True,,0.013728,False,86.0,
UPL.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-3.5276917434596746,-3.8276917434596744,-1.0850414440423255,2,True,,6.21,0.6896,9.0,16.81,38.0,-0.000181,0.815,0.854,5.12,2.393,24.96,,False,,0.02869,False,3.0,
TIINDIA.NS,2023-12-11,2023-12-19,AVOID,AVOID,,CAUTION,NEUTRAL,21.6,STOP_HIT,6,-8.017453333780049,-8.31745333378005,-1.0374183655969667,2,True,,23.16,2.8949,8.0,21.73,13.0,-0.000146,7.549,0.403,3.81,1.935,3.81,,False,,0.185542,False,58.0,
ADANIENSOL.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-12.030797118665726,-12.330797118665727,-1.0249360035782293,2,True,,14.43,1.8039,8.0,42.22,24.0,0.001227,11.212,0.167,9.31,0.544,59.76,,False,,0.053815,False,32.0,
ASAHIINDIA.NS,2023-12-11,2024-01-23,AVOID,AVOID,,CAUTION,NEUTRAL,31.6,TARGET_HIT,30,7.315114738853914,7.015114738853915,1.1987362791443008,6,True,,7.65,0.5883,13.0,8.09,11.0,0.000195,1.824,1.332,7.81,1.212,15.41,,False,,0.026225,False,8.0,
TRITURBINE.NS,2023-12-11,2024-01-29,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,33,-6.845723392793443,-7.1457233927934425,-1.0438229800981753,7,True,,41.28,1.7201,24.0,8.21,8.0,-8.7e-05,1.639,1.209,6.7,0.387,9.93,,False,,0.019586,False,32.0,
AARTIIND.NS,2023-12-11,2023-12-19,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,6,5.995488530119212,5.695488530119212,1.1874529701597896,2,True,,5.16,1.0314,5.0,25.36,39.0,-8e-06,1.163,0.533,2.37,0.384,15.49,,False,,0.027285,False,18.0,
ARE&M.NS,2023-12-11,2023-12-27,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,11,6.815592587353045,6.515592587353045,1.194979105603251,3,True,,33.46,1.3386,25.0,10.44,7.0,8.6e-05,1.588,0.284,5.01,0.324,5.01,,False,,0.036167,False,43.0,
TATACONSUM.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,7,3.6505107792700593,3.3505107792700595,1.1472746493094939,2,True,,4.95,0.8245,6.0,5.92,15.0,-0.000198,0.712,0.841,1.3,0.404,1.3,,False,,0.045266,False,48.0,
VIYASH.NS,2023-12-11,2023-12-20,AVOID,AVOID,,CAUTION,,0.0,STOP_HIT,7,-8.246514784243333,-8.546514784243334,-1.0363790046885277,2,True,,32.68,2.7234,12.0,9.32,6.0,0.00033,0.148,1.247,6.8,0.178,6.8,,False,,0.005713,False,74.0,
ZENSARTECH.NS,2023-12-11,2023-12-15,MONITOR,MONITOR,,CAUTION,NEUTRAL,40.2,TARGET_HIT,4,7.728717710845072,7.428717710845072,1.2014796614354566,1,True,,15.74,2.2485,7.0,6.91,14.0,-0.000406,0.867,0.511,6.39,0.815,9.98,,False,,0.024768,False,76.0,
ALKEM.NS,2023-12-11,2023-12-15,AVOID,AVOID,,CAUTION,NEUTRAL,23.4,TARGET_HIT,4,5.8037213352063795,5.50372133520638,1.185386284361177,1,True,,5.89,0.6544,9.0,28.37,37.0,5.1e-05,1.787,0.635,3.57,0.937,3.57,,False,,0.225043,False,67.0,
TORNTPOWER.NS,2023-12-11,2024-01-04,MONITOR,"AVOID,MONITOR",,CAUTION,NEUTRAL,64.8,TARGET_HIT,17,11.433905228089282,11.133905228089281,1.2172028066947114,4,True,,28.03,9.3429,3.0,18.42,9.0,0.000575,3.239,0.202,9.68,0.536,9.68,,True,,0.045037,False,74.0,
TRENT.NS,2023-12-11,2023-12-27,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,11,5.94828259352404,5.648282593524041,1.1869565930831396,3,True,,5.48,0.6088,9.0,33.34,38.0,-8.8e-05,1.175,0.518,1.25,0.823,1.25,,False,,0.137228,False,84.0,
VIJAYA.NS,2023-12-11,2024-01-02,MONITOR,"AVOID,MONITOR",,CAUTION,NEUTRAL,53.6,TARGET_HIT,15,10.955710208526888,10.655710208526887,1.2157712742613322,3,True,,16.14,5.3784,3.0,15.35,21.0,0.000161,1.38,0.579,9.17,0.606,9.17,,False,,0.02968,False,68.0,
APARINDS.NS,2023-12-11,2023-12-27,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,11,9.178485038712603,8.878485038712602,1.209143584325914,3,True,,31.88,1.8752,17.0,12.38,15.0,-0.000153,1.144,0.461,12.03,0.673,12.4,,False,,0.251161,False,90.0,
TATAELXSI.NS,2023-12-11,2023-12-12,AVOID,AVOID,,CAUTION,NEUTRAL,34.8,TARGET_HIT,1,4.808601368589055,4.508601368589055,1.172014745815784,1,True,,17.48,0.9711,18.0,4.34,16.0,-0.00016,0.753,0.964,1.51,0.653,1.51,,False,,0.402258,False,49.0,
ACE.NS,2023-12-11,2024-01-03,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,16,9.965327508590928,9.665327508590927,1.2123695257705565,4,True,,6.79,0.4529,15.0,7.53,7.0,-5e-06,0.893,0.597,4.95,0.496,9.27,,False,,0.038674,False,85.0,
VEDL.NS,2023-12-11,2023-12-19,AVOID,AVOID,,CAUTION,NEUTRAL,26.2,TARGET_HIT,6,6.466081060066384,6.166081060066384,1.1920050573884773,2,True,,17.19,1.4323,12.0,9.15,20.0,-2.8e-05,1.128,0.804,2.15,0.616,27.06,,False,,0.004155,False,6.0,
TATACOMM.NS,2023-12-11,2023-12-15,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,4,5.703607886610051,5.403607886610051,1.1842521422483534,1,True,,5.4,0.6746,8.0,6.8,11.0,0.000205,4.593,2.765,3.52,0.193,12.79,,False,,0.081299,False,33.0,
SYRMA.NS,2023-12-11,2023-12-19,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,6,8.742673920091052,8.442673920091051,1.2071069442338198,2,True,,31.64,1.3185,24.0,27.05,36.0,-0.000479,0.998,1.672,5.11,1.34,5.11,,False,,0.030042,False,86.0,
ZENTEC.NS,2023-12-11,2023-12-27,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,11,8.238100272488452,7.938100272488453,1.2044797966040381,3,True,,7.76,2.585,3.0,7.7,6.0,-0.000526,0.655,1.845,6.74,0.506,18.95,,False,,0.035179,False,92.0,
ACUTAAS.NS,2023-12-11,2023-12-15,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,4,7.49630071528799,7.1963007152879905,1.199975325931733,1,True,,6.8,0.8504,8.0,5.36,10.0,-0.00024,1.122,0.251,5.04,2.329,22.12,,False,,0.025022,False,8.0,
APTUS.NS,2023-12-11,2023-12-12,ALERT_WATCHLIST,ALERT_WATCHLIST,is_ascending_triangle_breakout,CAUTION,NEUTRAL,40.4,TARGET_HIT,1,8.106328697226568,7.806328697226568,0.963472974134835,1,True,,10.48,2.6196,4.0,15.07,20.0,-0.000169,0.726,0.385,0.42,2.689,0.42,,False,,0.015721,False,52.0,BULLISH_ALIGNMENT
ABB.NS,2023-12-11,2023-12-21,MONITOR,"AVOID,MONITOR",,CAUTION,NEUTRAL,50.8,STOP_HIT,8,-5.174143855884171,-5.47414385588417,-1.0579806067159945,2,True,,15.06,0.8368,18.0,14.12,14.0,0.000381,1.362,0.388,2.02,0.546,2.02,,False,,0.227977,False,54.0,
AMBER.NS,2023-12-11,2024-01-09,AVOID,AVOID,,CAUTION,,0.0,TARGET_HIT,20,9.106640170008239,8.806640170008238,1.2088212564678882,4,True,,27.81,1.4638,19.0,13.05,15.0,-0.000526,0.763,0.532,9.87,1.016,9.92,,False,,0.149294,False,56.0,
